Temperature,Pressure,Methane_Ratio,Reactor_Length,Reactor_Diameter,Hydrogen_Yield,CO2_Emissions
948.9795918,18,2.795918367,3.571428571,0.724489796,30.9548105,0.002748387
520.4081633,49,2.551020408,4.673469388,0.57755102,4.347942724,0.010876078
877.5510204,43,2.06122449,4.857142857,0.944897959,6.495455325,0.00926
622.4489796,33,1.734693878,3.387755102,0.467346939,7.243724434,0.00495541
602.0408163,42,3.857142857,2.653061224,0.742857143,15.62990581,0.010364746
540.8163265,42,2.551020408,6.326530612,0.467346939,3.894126775,0.007258868
591.8367347,30,2.469387755,5.591836735,0.963265306,6.533963951,0.009765517
591.8367347,47,2.469387755,7.244897959,0.52244898,3.219010109,0.008297931
897.9591837,25,4.428571429,7.06122449,0.320408163,16.89512799,0.001784091
877.5510204,39,1.816326531,3.571428571,0.651020408,8.582641848,0.005786512
806.122449,23,4.755102041,1.918367347,0.504081633,65.1572146,0.002876456
744.8979592,20,4.836734694,7.979591837,0.889795918,16.93166397,0.004778082
816.3265306,9,1.408163265,5.040816327,0.742857143,19.00355284,0.001638
561.2244898,11,4.755102041,5.040816327,0.981632653,36.09642237,0.003848
765.3061224,45,2.551020408,2.469387755,0.430612245,13.17675831,0.005064
918.3673469,32,3.775510204,3.387755102,0.834693878,23.98785192,0.005816889
765.3061224,20,3.040816327,4.857142857,0.357142857,17.96700823,0.001866667
867.3469388,10,3.204081633,5.959183673,0.52244898,34.97606234,0.001204706
1000,33,2.959183673,5.040816327,0.926530612,13.34192124,0.006115102
510.2040816,16,2.306122449,9.081632653,0.265306122,6.073005045,0.001664
500,41,1.816326531,2.836734694,0.944897959,5.856290577,0.015496327
806.122449,38,1.163265306,5.775510204,0.76122449,3.204550371,0.007176709
826.5306122,1,3.204081633,2.102040816,0.944897959,944.8930057,0.000228642
959.1836735,12,4.918367347,1.367346939,0.467346939,215.6373744,0.001169362
979.5918367,28,4.836734694,1,0.797959184,126.911406,0.004561667
642.8571429,10,1.081632653,1.918367347,0.118367347,27.18465046,0.000368254
520.4081633,28,1.081632653,4.673469388,0.485714286,3.226173501,0.005226667
959.1836735,46,4.918367347,5.224489796,0.302040816,14.72252454,0.002897021
918.3673469,7,4.918367347,1.918367347,0.228571429,252.2718814,0.000348444
663.2653061,50,1.816326531,9.816326531,0.246938776,1.840871484,0.003723077
622.4489796,13,2.387755102,5.591836735,0.357142857,15.33405333,0.001491803
571.4285714,40,2.224489796,5.040816327,0.651020408,4.72816657,0.009114286
755.1020408,42,2.224489796,4.489795918,0.210204082,6.680691757,0.002338378
887.755102,46,1.734693878,2.102040816,0.908163265,11.94478425,0.009411494
765.3061224,16,1.734693878,4.12244898,1,15.09537912,0.004181333
540.8163265,7,2.87755102,8.530612245,0.265306122,19.54590791,0.000686792
540.8163265,27,3.448979592,8.346938776,0.651020408,6.207413691,0.006500377
591.8367347,44,4.673469388,8.714285714,0.136734694,5.410259697,0.002033103
663.2653061,30,1.571428571,3.571428571,0.246938776,7.295918367,0.002233846
744.8979592,50,3.285714286,9.265306122,0.540816327,3.962397734,0.007260274
765.3061224,48,3.775510204,2.102040816,0.944897959,21.47779622,0.0118528
1000,32,1.653061224,9.448979592,0.265306122,4.100296976,0.001697959
744.8979592,14,1.326530612,7.06122449,0.908163265,7.496650601,0.003413699
591.8367347,38,1.408163265,4.12244898,0.504081633,3.990040519,0.006473103
989.7959184,24,3.612244898,6.87755102,0.742857143,16.24572307,0.003602474
928.5714286,46,1,4.306122449,0.926530612,3.515866474,0.00917978
540.8163265,3,1.489795918,4.857142857,0.853061224,41.47015949,0.000946415
714.2857143,48,4.428571429,7.979591837,0.926530612,6.194053708,0.012452571
602.0408163,12,4.836734694,2.653061224,0.614285714,68.59791994,0.002448814
683.6734694,25,3.448979592,3.571428571,0.632653061,19.80699708,0.004626866
816.3265306,39,4.755102041,2.469387755,0.283673469,30.22951075,0.0027105
683.6734694,45,1.326530612,7.06122449,0.724489796,2.140596123,0.009537313
500,36,1.816326531,9.265306122,0.485714286,2.042033774,0.006994286
806.122449,13,2.795918367,4.489795918,0.504081633,28.96121735,0.001625823
816.3265306,1,2.306122449,6.693877551,0.981632653,210.9258337,0.0002405
734.6938776,22,3.530612245,7.612244898,0.595918367,11.61668665,0.003568889
591.8367347,44,2.387755102,3.020408163,0.540816327,7.975072707,0.008041379
663.2653061,24,4.755102041,4.489795918,1,21.9518205,0.007236923
673.4693878,13,1.163265306,4.12244898,0.393877551,10.96375336,0.001520606
714.2857143,11,1.408163265,6.326530612,0.33877551,10.83996649,0.001043429
693.877551,21,1.489795918,5.224489796,0.448979592,7.0665543,0.002717647
887.755102,31,4.428571429,9.632653061,0.779591837,9.874394673,0.005444598
602.0408163,31,3.12244898,4.673469388,0.155102041,9.731537354,0.001597288
500,1,2.469387755,6.142857143,0.871428571,150.7475083,0.000348571
551.0204082,2,4.510204082,1.551020408,0.651020408,600.8660043,0.000472593
816.3265306,30,3.612244898,3.020408163,0.430612245,24.40706012,0.003165
581.6326531,31,2.87755102,4.857142857,0.669387755,8.336629583,0.007135439
704.0816327,26,1.081632653,2.469387755,0.136734694,8.896136331,0.001009855
816.3265306,10,2.795918367,9.448979592,0.467346939,18.11610173,0.001145
612.244898,38,4.836734694,1.183673469,0.283673469,49.37682877,0.003521333
948.9795918,45,4.510204082,2.836734694,0.595918367,25.14682132,0.005651613
989.7959184,12,1.244897959,8.897959184,0.228571429,8.65503885,0.000554227
785.7142857,5,2.87755102,5.408163265,0.742857143,62.70889488,0.000945455
744.8979592,28,4.346938776,10,0.228571429,8.673283453,0.001718356
938.7755102,45,3.040816327,2.102040816,0.265306122,22.63390793,0.002543478
887.755102,42,3.93877551,2.469387755,0.651020408,25.28582271,0.00616
632.6530612,33,3.775510204,4.489795918,0.853061224,12.09099342,0.008899355
510.2040816,25,1.489795918,1.551020408,0.669387755,14.7019334,0.00656
571.4285714,21,3.448979592,8.714285714,0.118367347,8.077235578,0.00087
755.1020408,12,2.469387755,5.959183673,0.33877551,19.55636707,0.001076757
1000,15,1.979591837,4.306122449,0.595918367,22.98578199,0.001787755
530.6122449,30,3.530612245,4.306122449,0.742857143,10.87629365,0.0084
806.122449,49,3.040816327,3.755102041,0.52244898,9.991590913,0.006351392
938.7755102,13,4.020408163,7.795918367,0.1,27.9307454,0.000276957
571.4285714,33,4.673469388,10,0.963265306,6.069440763,0.011125714
551.0204082,39,4.183673469,7.244897959,0.265306122,6.119132377,0.003755556
959.1836735,28,1.571428571,2.102040816,0.283673469,19.20695463,0.00165617
979.5918367,41,1.979591837,5.959183673,0.265306122,5.952665062,0.002220833
877.5510204,5,1.489795918,5.775510204,0.228571429,33.95471263,0.000260465
908.1632653,29,2.469387755,9.448979592,0.448979592,6.138066309,0.002867416
908.1632653,6,1.244897959,2.653061224,0.283673469,53.26726845,0.000374831
846.9387755,3,3.612244898,8.346938776,0.155102041,91.63090664,0.00010988
571.4285714,40,1.244897959,8.897959184,0.76122449,1.499017038,0.010657143
877.5510204,7,4.673469388,5.408163265,0.908163265,81.2503438,0.001448837
806.122449,28,2.551020408,10,0.632653061,5.50830755,0.004394937
663.2653061,6,2.632653061,1.551020408,0.393877551,140.7256982,0.000712615
826.5306122,1,1.734693878,1.918367347,0.687755102,560.5460269,0.00016642
765.3061224,46,3.530612245,7.612244898,0.485714286,5.787298601,0.005838933
500,1,1.326530612,4.12244898,0.485714286,120.6683168,0.000194286
918.3673469,2,3.367346939,1,0.706122449,1159.673053,0.000307556
806.122449,7,4.510204082,2.836734694,0.33877551,137.3225035,0.000588354
571.4285714,47,1.408163265,9.265306122,0.742857143,1.385857558,0.01222
979.5918367,35,3.93877551,5.224489796,0.246938776,15.82543732,0.001764583
836.7346939,14,1.244897959,4.306122449,0.981632653,12.95890733,0.003284878
693.877551,43,3.775510204,9.081632653,0.908163265,5.031382817,0.011255882
744.8979592,34,1.897959184,5.775510204,0.559183673,5.399774751,0.005104658
693.877551,35,3.693877551,7.979591837,0.246938776,6.883001648,0.002491176
683.6734694,47,4.265306122,8.714285714,0.816326531,5.339868271,0.011223881
530.6122449,7,4.836734694,5.408163265,0.155102041,50.84438088,0.000409231
887.755102,38,1.489795918,3.020408163,0.210204082,8.642352745,0.00179954
571.4285714,43,1.163265306,5.959183673,0.485714286,1.945569563,0.00731
959.1836735,24,2.387755102,3.93877551,0.228571429,18.17106376,0.00114383
816.3265306,16,3.693877551,1.734693878,0.871428571,81.48259304,0.003416
795.9183673,8,4.265306122,5.775510204,0.52244898,55.10609721,0.001050256
714.2857143,33,3.857142857,2.836734694,0.944897959,22.07325049,0.008730857
1000,47,4.510204082,7.612244898,0.908163265,9.454680281,0.008536735
612.244898,4,1.653061224,6.87755102,0.33877551,27.59189729,0.000442667
724.4897959,18,3.040816327,4.857142857,0.357142857,18.89863088,0.001774648
846.9387755,45,4.591836735,3.020408163,0.375510204,21.45959735,0.003990361
765.3061224,19,3.530612245,7.612244898,0.283673469,14.01135451,0.001408533
785.7142857,9,1.326530612,4.673469388,0.926530612,18.58494489,0.002122597
816.3265306,18,3.040816327,1.734693878,0.33877551,59.62384954,0.001494
551.0204082,2,1.163265306,8.346938776,0.742857143,28.79721571,0.000539259
622.4489796,15,4.020408163,9.632653061,0.614285714,12.98966621,0.002960656
897.9591837,13,1.489795918,5.959183673,0.834693878,12.95133438,0.002416818
959.1836735,29,4.591836735,1.918367347,0.302040816,59.37719916,0.001826383
795.9183673,10,2.469387755,4.489795918,0.448979592,32.83163265,0.001128205
591.8367347,42,1.734693878,5.040816327,0.302040816,3.636937713,0.004286897
857.1428571,19,4.836734694,1,0.375510204,163.6489182,0.001664762
928.5714286,10,2.469387755,4.489795918,0.871428571,38.30357143,0.001876923
724.4897959,13,4.755102041,5.224489796,0.651020408,38.04224514,0.002336338
775.5102041,39,1.979591837,2.836734694,0.430612245,10.40737269,0.004331053
530.6122449,26,3.448979592,8.163265306,0.485714286,6.466836735,0.00476
928.5714286,21,1.734693878,6.142857143,0.283673469,9.365041698,0.001283077
969.3877551,27,4.510204082,6.142857143,0.742857143,19.77064358,0.004138105
938.7755102,18,1.653061224,7.06122449,0.393877551,9.157131061,0.001510435
928.5714286,47,2.306122449,3.204081633,0.669387755,10.66491782,0.006776264
867.3469388,41,4.020408163,5.408163265,0.981632653,11.79480076,0.009280471
826.5306122,45,2.224489796,6.510204082,0.173469388,4.706992515,0.001888889
744.8979592,8,4.428571429,3.755102041,0.448979592,82.3587927,0.000964384
836.7346939,5,2.551020408,3.93877551,0.706122449,81.28899228,0.000843902
806.122449,35,2.959183673,4.673469388,0.944897959,10.93771882,0.008205063
989.7959184,50,1.244897959,8.346938776,0.375510204,2.214335612,0.003793814
795.9183673,42,1.489795918,3.571428571,0.485714286,5.928779675,0.005126154
989.7959184,48,3.040816327,6.326530612,0.155102041,7.433447169,0.00150433
816.3265306,26,1,1.551020408,0.375510204,15.18218623,0.002392
734.6938776,21,3.12244898,3.571428571,0.52244898,22.94044148,0.002986667
724.4897959,12,2.795918367,5.775510204,0.559183673,21.92029639,0.001852394
591.8367347,33,2.795918367,7.06122449,0.283673469,5.325908608,0.003163448
765.3061224,24,3.448979592,7.612244898,0.687755102,10.83585244,0.0043136
785.7142857,26,1.326530612,7.795918367,0.485714286,3.8565819,0.003214545
602.0408163,23,3.367346939,3.571428571,0.173469388,18.50995056,0.001325424
653.0612245,42,2.469387755,7.244897959,0.926530612,3.974869626,0.0119175
540.8163265,49,2.469387755,8.530612245,0.687755102,2.396205528,0.012462642
959.1836735,33,3.12244898,6.510204082,0.687755102,10.45562141,0.00473234
673.4693878,48,2.142857143,4.489795918,0.871428571,5.022321429,0.012421818
724.4897959,42,1.816326531,5.591836735,0.540816327,4.202267455,0.006270423
948.9795918,26,2.959183673,5.224489796,0.797959184,15.50503765,0.004372473
693.877551,8,4.265306122,6.87755102,0.908163265,40.34321444,0.002094118
897.9591837,20,3.775510204,5.040816327,0.651020408,25.22101958,0.0029
714.2857143,7,2.469387755,5.224489796,0.963265306,36.17267219,0.001888
734.6938776,49,1.489795918,9.816326531,0.559183673,1.706669345,0.007458889
704.0816327,36,1.571428571,5.224489796,0.430612245,4.411969866,0.004403478
938.7755102,15,4.265306122,3.387755102,0.76122449,59.09761495,0.002432609
918.3673469,5,1,9.632653061,0.559183673,14.30084746,0.000608889
663.2653061,22,4.020408163,5.959183673,0.191836735,15.25489554,0.001272615
581.6326531,25,4.918367347,5.224489796,0.52244898,16.42657844,0.004491228
744.8979592,19,2.224489796,8.897959184,0.57755102,7.350966702,0.002946301
693.877551,3,3.857142857,3.204081633,0.797959184,208.8262056,0.00069
581.6326531,37,2.387755102,8.714285714,0.485714286,3.230474416,0.006179649
591.8367347,19,2.632653061,9.081632653,0.559183673,6.772348206,0.003590345
724.4897959,2,4.510204082,2.653061224,0.1,461.8622449,5.52E-05
938.7755102,11,3.857142857,9.816326531,0.33877551,25.15052515,0.000793913
857.1428571,12,4.020408163,4.12244898,0.614285714,52.24540311,0.00172
887.755102,32,1.653061224,1.551020408,0.614285714,22.17562601,0.004428506
887.755102,24,4.102040816,4.306122449,0.302040816,26.42754377,0.001633103
775.5102041,4,4.346938776,9.081632653,0.283673469,69.59986242,0.000292632
632.6530612,8,3.040816327,7.795918367,0.816326531,23.13448285,0.002064516
969.3877551,16,4.020408163,4.12244898,0.559183673,44.31529728,0.001845895
918.3673469,8,3.204081633,7.06122449,0.393877551,39.06710806,0.000686222
765.3061224,36,3.12244898,2.102040816,0.742857143,23.68362394,0.0069888
969.3877551,21,3.693877551,9.265306122,0.981632653,13.80264189,0.004253053
683.6734694,38,1.326530612,6.510204082,0.118367347,2.749470519,0.001315821
826.5306122,27,3.204081633,7.795918367,0.595918367,9.436104285,0.003893333
663.2653061,18,2.714285714,1.183673469,0.136734694,63.37233169,0.000742154
581.6326531,24,3.448979592,2.285714286,0.302040816,27.42631651,0.002492632
561.2244898,15,4.265306122,10,0.412244898,11.96897126,0.002203636
765.3061224,41,2.87755102,6.142857143,0.467346939,6.557906365,0.005007467
806.122449,10,2.469387755,3.204081633,1,46.59593137,0.002481013
826.5306122,40,3.285714286,3.387755102,0.632653061,15.03065835,0.006123457
846.9387755,30,2.06122449,4.306122449,0.944897959,10.13516781,0.006693976
622.4489796,35,4.346938776,5.040816327,0.302040816,11.50216593,0.003396721
979.5918367,46,3.285714286,4.306122449,0.155102041,12.18686527,0.001456667
948.9795918,6,1.408163265,3.571428571,0.485714286,46.77113703,0.000614194
540.8163265,40,3.12244898,1.367346939,0.283673469,23.15622144,0.004196226
530.6122449,47,3.204081633,7.428571429,0.228571429,3.65206873,0.004049231
500,19,3.612244898,8.163265306,0.155102041,8.733552632,0.001178776
622.4489796,23,2.387755102,3.755102041,1,12.90640311,0.007390164
642.8571429,13,4.836734694,3.387755102,0.228571429,52.95081425,0.000924444
795.9183673,14,4.755102041,4.306122449,0.540816327,47.08420267,0.001902564
765.3061224,25,4.102040816,3.755102041,0.834693878,25.0804126,0.005453333
755.1020408,39,4.183673469,1.551020408,0.724489796,39.16900768,0.007483784
744.8979592,4,4.428571429,2.836734694,0.669387755,218.0434224,0.000718904
857.1428571,17,2.142857143,6.326530612,0.669387755,12.80834915,0.002655238
938.7755102,33,4.755102041,9.265306122,0.706122449,10.94987454,0.004964348
653.0612245,29,2.795918367,10,0.76122449,4.72217036,0.006760625
581.6326531,18,2.306122449,3.571428571,0.797959184,15.64868805,0.004938947
693.877551,25,2.87755102,5.224489796,0.963265306,11.46524235,0.006941176
959.1836735,31,4.510204082,3.020408163,0.393877551,34.65228724,0.002545957
744.8979592,7,4.183673469,3.387755102,0.283673469,98.56115424,0.000533151
1000,17,1.897959184,8.897959184,0.595918367,9.410415542,0.002026122
520.4081633,39,3.530612245,5.408163265,0.430612245,6.533426143,0.006454118
887.755102,49,3.530612245,1.367346939,0.926530612,35.08566083,0.010228046
571.4285714,5,1.816326531,8.530612245,0.33877551,18.25017088,0.000592857
908.1632653,24,2.142857143,7.428571429,0.724489796,8.186567896,0.003829213
540.8163265,47,1.734693878,5.775510204,0.76122449,2.592063816,0.013230943
561.2244898,46,4.591836735,3.204081633,0.265306122,13.11362956,0.004349091
591.8367347,2,1.979591837,7.979591837,0.797959184,55.05898011,0.00053931
826.5306122,42,3.530612245,8.530612245,0.467346939,6.108586634,0.00474963
520.4081633,20,4.265306122,2.653061224,0.963265306,31.37460754,0.007403922
571.4285714,42,4.428571429,7.244897959,0.926530612,6.237424547,0.01362
765.3061224,15,4.428571429,1.734693878,0.595918367,97.68907563,0.002336
1000,50,1.653061224,2.285714286,0.540816327,10.84821429,0.005408163
989.7959184,8,2.632653061,2.285714286,0.669387755,106.8780749,0.001082062
714.2857143,1,2.795918367,1.734693878,0.265306122,863.4453782,7.43E-05
653.0612245,33,3.612244898,2.285714286,0.540816327,23.4561357,0.005465625
540.8163265,34,1.653061224,4.489795918,0.302040816,4.392325112,0.003797736
653.0612245,8,3.775510204,4.306122449,0.210204082,53.68023987,0.000515
806.122449,47,2.142857143,7.612244898,0.816326531,3.621136436,0.009518987
500,34,2.06122449,4.489795918,0.632653061,5.063502674,0.008604082
887.755102,50,1.734693878,2.285714286,0.687755102,10.10614067,0.007747126
551.0204082,43,3.367346939,9.632653061,0.467346939,3.359714994,0.007294074
734.6938776,19,2.306122449,9.816326531,0.981632653,6.813142151,0.005077222
857.1428571,33,5,8.530612245,0.191836735,11.41800783,0.001477143
642.8571429,9,1.244897959,7.06122449,0.76122449,9.444673823,0.002131429
704.0816327,44,3.367346939,3.755102041,0.173469388,10.76211735,0.002168116
704.0816327,34,2.632653061,6.693877551,0.724489796,6.108312227,0.006997101
765.3061224,32,3.857142857,5.591836735,0.889795918,12.37250717,0.007441067
989.7959184,49,2.714285714,2.836734694,0.687755102,14.49598339,0.006809485
775.5102041,26,1.816326531,1.367346939,0.963265306,29.71601959,0.006458947
622.4489796,39,1.326530612,1.183673469,0.76122449,13.4148487,0.009539016
918.3673469,39,4.673469388,6.510204082,0.136734694,12.67820849,0.001161333
877.5510204,40,1.489795918,6.142857143,0.926530612,3.990524781,0.008446512
867.3469388,22,1.897959184,6.510204082,0.816326531,8.620326158,0.004141176
540.8163265,12,3.93877551,1,0.228571429,133.1346314,0.00101434
969.3877551,13,2.06122449,6.87755102,0.430612245,16.76126968,0.001154947
683.6734694,1,2.306122449,3.387755102,0.724489796,349.0441357,0.00021194
1000,47,3.857142857,3.020408163,0.797959184,20.37809086,0.007500816
806.122449,24,1.081632653,7.244897959,0.283673469,3.760958609,0.001689114
683.6734694,25,4.510204082,7.06122449,0.724489796,13.10044827,0.005298507
653.0612245,36,4.102040816,5.775510204,0.52244898,9.663229249,0.00576
551.0204082,4,3.285714286,5.591836735,0.228571429,60.70776851,0.000331852
846.9387755,48,3.285714286,1.918367347,0.430612245,22.66574848,0.004880964
765.3061224,43,3.612244898,8.897959184,0.52244898,5.418945368,0.005870933
673.4693878,37,3.693877551,3.755102041,0.724489796,13.42882923,0.007960606
653.0612245,34,2.306122449,1.367346939,0.724489796,24.29628568,0.00754375
765.3061224,31,1.163265306,3.020408163,0.540816327,7.130958312,0.004381333
857.1428571,18,3.93877551,7.612244898,0.430612245,18.47950977,0.001808571
591.8367347,49,2.224489796,6.693877551,0.816326531,3.010369155,0.013517241
561.2244898,47,2.06122449,4.673469388,0.963265306,3.949898272,0.016133818
989.7959184,17,1.489795918,10,0.52244898,6.505561408,0.001794639
959.1836735,41,1.326530612,8.163265306,0.779591837,2.851231956,0.006664681
877.5510204,48,3.530612245,5.775510204,0.33877551,8.382085166,0.003706047
897.9591837,9,3.367346939,8.897959184,0.504081633,28.31866692,0.001010455
989.7959184,29,1.244897959,7.795918367,0.393877551,4.087665938,0.002308041
795.9183673,22,3.285714286,7.06122449,0.393877551,12.62574131,0.002177436
785.7142857,7,1.489795918,3.93877551,0.651020408,31.84149307,0.00116
734.6938776,32,1.489795918,8.714285714,0.191836735,2.943829757,0.001671111
734.6938776,23,3.612244898,4.306122449,0.76122449,20.09697347,0.004766111
928.5714286,49,3.530612245,1,0.742857143,50.17998453,0.00784
704.0816327,44,2.795918367,9.816326531,0.724489796,3.41827574,0.009055072
622.4489796,4,4.755102041,7.979591837,0.853061224,69.54792787,0.001096393
948.9795918,11,4.836734694,4.12244898,0.448979592,75.91409651,0.00104086
908.1632653,7,1.979591837,1.367346939,0.963265306,140.8718071,0.001484944
755.1020408,27,4.918367347,1.183673469,0.614285714,87.15497693,0.004392973
959.1836735,47,1.571428571,9.081632653,0.57755102,2.64847512,0.00566
714.2857143,32,3.530612245,1.734693878,0.632653061,34.0730042,0.005668571
612.244898,23,3.775510204,7.428571429,0.834693878,10.14679642,0.006271333
591.8367347,3,2.306122449,6.87755102,0.706122449,49.61242657,0.000715862
785.7142857,8,3.448979592,3.020408163,0.871428571,84.11257239,0.001774545
724.4897959,42,1.163265306,2.469387755,0.669387755,6.094438956,0.007761127
969.3877551,13,2.224489796,7.244897959,0.210204082,17.17171159,0.000563789
806.122449,14,3.448979592,2.469387755,0.412244898,60.31642291,0.001431899
530.6122449,20,3.12244898,1.734693878,0.651020408,35.81632653,0.004907692
816.3265306,33,1.653061224,2.469387755,0.57755102,12.41969365,0.0046695
734.6938776,41,1.408163265,3.93877551,0.559183673,4.804803256,0.006241111
765.3061224,29,4.836734694,8.714285714,1,10.98547713,0.007578667
887.755102,30,4.836734694,9.081632653,0.412244898,11.82011007,0.002786207
561.2244898,17,2.06122449,2.469387755,0.651020408,20.66735785,0.003944
806.122449,34,4.591836735,9.632653061,0.393877551,8.476642776,0.003322532
816.3265306,9,3.612244898,8.346938776,1,29.43964872,0.002205
826.5306122,16,5,4.673469388,0.981632653,41.45060044,0.003800494
632.6530612,16,4.102040816,6.87755102,0.136734694,17.68776873,0.000691613
1000,32,3.204081633,4.857142857,0.504081633,15.46087185,0.003226122
540.8163265,30,3.448979592,3.204081633,0.467346939,14.55381516,0.005184906
836.7346939,34,2.551020408,3.387755102,0.467346939,13.89863174,0.003798049
591.8367347,14,2.551020408,9.081632653,0.467346939,8.906050382,0.002211034
540.8163265,27,2.306122449,6.142857143,0.944897959,5.639742054,0.009434717
897.9591837,45,1.571428571,10,0.283673469,2.351797862,0.002843182
775.5102041,1,4.510204082,2.469387755,0.614285714,1062.320796,0.000158421
816.3265306,43,4.918367347,5.959183673,0.963265306,11.7514352,0.010148
867.3469388,22,1.653061224,3.93877551,0.504081633,12.40963884,0.002557176
989.7959184,42,2.632653061,2.836734694,0.908163265,16.40334962,0.007707216
887.755102,15,2.387755102,6.510204082,0.559183673,16.28014842,0.001889655
969.3877551,33,4.510204082,6.142857143,0.595918367,16.17598111,0.004057263
530.6122449,9,2.224489796,2.469387755,0.816326531,39.83246191,0.002769231
846.9387755,15,3.93877551,9.816326531,0.614285714,16.99159913,0.002175904
755.1020408,33,1.326530612,8.163265306,0.265306122,2.788729128,0.002318919
806.122449,37,3.857142857,4.306122449,0.228571429,14.63658987,0.002098228
673.4693878,50,3.530612245,8.530612245,0.246938776,4.180988185,0.003666667
887.755102,15,2.306122449,8.163265306,0.320408163,12.53954082,0.001082759
612.244898,17,2.87755102,8.346938776,0.632653061,9.311793177,0.003513333
540.8163265,19,4.428571429,4.673469388,0.724489796,20.22933972,0.005090566
938.7755102,28,2.306122449,6.326530612,0.614285714,9.166039688,0.003664348
693.877551,20,3.530612245,3.571428571,0.614285714,25.72303207,0.003541176
755.1020408,22,4.755102041,2.469387755,0.118367347,49.56952728,0.00068973
806.122449,30,3.448979592,6.142857143,0.393877551,11.31517391,0.002931646
663.2653061,32,2.224489796,7.428571429,0.430612245,4.655042821,0.004155077
724.4897959,15,3.612244898,9.632653061,0.816326531,13.58418367,0.003380282
918.3673469,16,4.346938776,7.244897959,0.33877551,25.82908163,0.001180444
755.1020408,35,4.102040816,9.081632653,0.963265306,7.308612048,0.00892973
969.3877551,42,2.632653061,8.530612245,0.375510204,5.342234296,0.003253895
785.7142857,8,3.448979592,8.163265306,0.871428571,31.12165179,0.001774545
887.755102,35,1.816326531,6.510204082,1,5.307447654,0.007885057
826.5306122,15,3.693877551,7.979591837,0.779591837,19.13069576,0.00282963
653.0612245,8,2.959183673,3.755102041,0.228571429,48.24755989,0.00056
979.5918367,16,2.959183673,7.795918367,0.742857143,17.42974677,0.002426667
704.0816327,49,1.408163265,8.530612245,1,1.778938799,0.013918841
846.9387755,41,3.775510204,6.693877551,0.228571429,8.738307191,0.002213012
887.755102,35,3.285714286,3.571428571,0.412244898,17.50145773,0.003250575
1000,30,1.816326531,1,0.448979592,45.40816327,0.002693878
530.6122449,36,4.020408163,3.020408163,0.687755102,14.71433168,0.009332308
571.4285714,26,4.183673469,2.469387755,0.669387755,27.92661884,0.006091429
642.8571429,35,1.244897959,2.653061224,0.52244898,6.46389325,0.005688889
826.5306122,39,2.632653061,1.918367347,0.412244898,21.81310331,0.00389037
581.6326531,40,3.040816327,4.673469388,0.265306122,7.095791373,0.003649123
591.8367347,27,1.653061224,8.163265306,0.76122449,3.329081633,0.006945517
561.2244898,44,4.183673469,8.346938776,0.118367347,4.794858041,0.001856
510.2040816,31,4.591836735,3.020408163,0.871428571,18.76567977,0.0105896
836.7346939,19,3.693877551,3.755102041,0.246938776,32.49048475,0.001121463
948.9795918,6,1.081632653,7.428571429,0.504081633,17.27194999,0.000637419
938.7755102,13,4.836734694,5.408163265,0.706122449,48.43754628,0.001955652
561.2244898,47,1.489795918,7.244897959,0.283673469,1.841596693,0.004751273
989.7959184,28,3.12244898,9.265306122,0.485714286,8.934792451,0.002748041
612.244898,31,3.93877551,4.12244898,0.504081633,14.15241919,0.005104667
755.1020408,35,4.265306122,9.816326531,0.246938776,7.030724378,0.002289189
540.8163265,25,3.12244898,8.897959184,0.136734694,5.693456282,0.001264151
602.0408163,39,2.714285714,7.795918367,0.632653061,4.030982107,0.00819661
826.5306122,40,2.87755102,2.102040816,0.357142857,21.21495443,0.00345679
897.9591837,38,3.040816327,1.551020408,0.853061224,34.74616994,0.00722
826.5306122,40,5,5.591836735,0.834693878,13.85720803,0.008079012
938.7755102,33,1.163265306,3.571428571,0.504081633,6.949377153,0.003543913
979.5918367,37,3.612244898,1.551020408,0.706122449,46.24495602,0.005334167
612.244898,35,3.204081633,1.183673469,0.265306122,35.51322007,0.003033333
581.6326531,36,2.224489796,5.775510204,0.595918367,4.667105358,0.007376842
581.6326531,16,1.163265306,8.346938776,0.687755102,3.799632628,0.00378386
581.6326531,40,4.591836735,3.755102041,0.540816327,13.33566715,0.007438596
642.8571429,32,1.897959184,7.979591837,0.485714286,3.583702503,0.004835556
734.6938776,41,1.734693878,10,0.57755102,2.331345679,0.006446111
724.4897959,31,4.591836735,2.653061224,0.320408163,30.33688662,0.002741972
867.3469388,42,1.816326531,5.591836735,0.687755102,5.030883573,0.006660706
704.0816327,11,1.163265306,6.142857143,0.118367347,9.090754997,0.000369855
989.7959184,2,3.530612245,1,0.76122449,1310.469596,0.000307629
602.0408163,33,3.285714286,4.857142857,0.375510204,9.255975117,0.00411661
714.2857143,36,2.795918367,10,0.926530612,4.160592809,0.009339429
704.0816327,30,2.469387755,6.142857143,0.173469388,7.075903451,0.001478261
918.3673469,13,2.714285714,1,0.155102041,143.8102714,0.000439111
744.8979592,14,4.020408163,9.448979592,1,16.97912272,0.003758904
887.755102,48,3.367346939,8.897959184,0.687755102,5.249411978,0.007437241
979.5918367,4,1.081632653,8.346938776,0.393877551,23.80120752,0.000321667
734.6938776,11,3.530612245,8.897959184,0.614285714,19.87625743,0.001839444
795.9183673,37,1,7.612244898,0.1,2.119411637,0.000929744
806.122449,41,4.020408163,6.693877551,0.191836735,8.856676966,0.001951392
